ID,Year_split,Year_5,Artist,Title,Style2,Cat2,NatRegion,Ave. art rating,Sentiment,Colorfulness,Image URL,color1,color2,prop1,prop2
58c6237dedc2c9c7dc0de1ae,1889,1890,Charles Courtney Curran,In the Luxembourg Garden,Modern Art,Impressionism,Americas,2.33,1.939,7.5374067158406675,https://uploads3.wikiart.org/00123/images/charles-courtney-curran/in-the-luxembourg-garden-1889.jpg,#251b13,#8b744d,0.3682303201127441,0.22035433863499093
58c6237dedc2c9c7dc0de198,1887,1885,Charles Courtney Curran,A Breezy Day,Modern Art,Impressionism,Americas,2.0,1.4549999999999998,4.080441152620633,https://uploads0.wikiart.org/00123/images/charles-courtney-curran/a-breezy-day-1887.jpg,#6d5437,#8b744d,0.5381868131868132,0.20810439560439561
58c6237dedc2c9c7dc0de1b0,1887,1885,Charles Courtney Curran,Fair Critics,Modern Art,Impressionism,Americas,0.7,1.1,5.41040663906143,https://uploads0.wikiart.org/00123/images/charles-courtney-curran/fair-critics-1887.jpg,#251b13,#4c3624,0.536038764385221,0.214516454673935
58c6237dedc2c9c7dc0de19a,1888,1890,Charles Courtney Curran,Lotus Lilies,Modern Art,Impressionism,Americas,2.45,2.547,13.99428454762872,https://uploads0.wikiart.org/00123/images/charles-courtney-curran/lotus-lilies-1888.jpg,#6d5437,#8b744d,0.23015065146579805,0.21386400651465798
577280dfedc2cb3880f28e76,1984,1985,Keith Haring,The Marriage of Heaven and Hell,Modern Art,Neo-Expressionism,Americas,0.7,-0.4,1.9209372712298545,https://uploads1.wikiart.org/images/keith-haring/the-marriage-of-heaven-and-hell-1984.jpg,#7c7f75,#afb0ae,0.3642,0.3126
577280deedc2cb3880f28d56,1990,1990,Keith Haring,Fight Aids Worldwide,Modern Art,Neo-Expressionism,Americas,0.8,0.1,0.0,https://uploads8.wikiart.org/images/keith-haring/fight-aids-worldwide-1990.jpg,#e4e5da,#1f1b1f,0.4661,0.1652
57727f2dedc2cb3880ed5fa9,1906,1905,Jozsef Rippl-Ronai,Uncle Piacsek in front of the Black Sideboard,Modern Art,Post-Impressionism,Europe,1.6,1.6,27.16159973197455,https://uploads3.wikiart.org/images/j-zsef-rippl-r-nai/uncle-piacsek-in-front-of-the-black-sideboard-1906.jpg,#cec5a8,#4f443b,0.2889125799573561,0.20085287846481875
57727f2dedc2cb3880ed5f69,1895,1895,Jozsef Rippl-Ronai,A Park at Night,Modern Art,Post-Impressionism,Europe,0.36,0.0909999999999999,9.13892772703669,https://uploads3.wikiart.org/images/j-zsef-rippl-r-nai/a-park-at-night-1895(1).jpg,#282020,#4f443b,0.7647170527914926,0.23452335738701102
57727f2dedc2cb3880ed5f79,1907,1905,Jozsef Rippl-Ronai,Manor-House at K&#246;rtv&#233;lyes,Modern Art,Post-Impressionism,Europe,1.57,1.284,34.5937855690874,https://uploads1.wikiart.org/images/j-zsef-rippl-r-nai/manor-house-at-k-rtv-lyes-1907.jpg,#7d6543,#b09463,0.4683055668427468,0.2503047541649736
57727f2dedc2cb3880ed5fb9,1910,1910,Jozsef Rippl-Ronai,Parisian Interior,Modern Art,Post-Impressionism,Europe,0.7,1.4,5.408326913195984,https://uploads2.wikiart.org/images/j-zsef-rippl-r-nai/parisian-interior-1910.jpg,#7d6543,#b09463,0.42607183055356596,0.23984446945666632
